"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-03-03 00:00:00","405.000","240.000","0.400","14.300","0.960","975.500","","0.000","-99.000","-99.000","-99.000","16.700","","13.200",""
"C0X190","2020-03-03 00:00:00","10.000","7.000","3.000","20.100","0.760","1018.000","","0.000","-99.000","-99.000","-99.000","25.300","","18.600",""
"C0S950","2020-03-03 00:00:00","415.000","289.000","0.300","16.100","0.970","973.400","","0.000","-99.000","-99.000","-99.000","20.300","","15.900",""
"C0A880","2020-03-03 00:00:00","6.000","37.000","0.500","16.600","0.830","1020.500","","5.500","-99.000","-99.000","-99.000","17.200","","14.600",""
"C0I530","2020-03-03 00:00:00","3014.000","237.000","5.600","2.400","0.880","703.400","","0.000","-99.000","-99.000","-99.000","8.500","","1.300",""
"C0M670","2020-03-03 00:00:00","43.000","8.000","1.200","18.200","0.740","1014.200","","0.000","-99.000","-99.000","-99.000","24.700","","17.400",""
"C0Z061","2020-03-03 00:00:00","174.000","0.000","0.200","16.700","0.990","1005.000","","5.500","-99.000","-99.000","-99.000","20.900","","16.400",""
"C0M730","2020-03-03 00:00:00","40.000","4.000","0.900","19.400","0.710","1014.300","","0.000","-99.000","-99.000","-99.000","28.400","","19.000",""
"C0U750","2020-03-03 00:00:00","398.000","34.000","3.700","13.500","1.000","975.100","","0.000","-99.000","-99.000","-99.000","13.600","","11.500",""
"C0A650","2020-03-03 00:00:00","287.000","41.000","1.600","13.600","0.990","989.000","","2.500","-99.000","-99.000","-99.000","15.300","","12.800",""
"C0K400","2020-03-03 00:00:00","65.000","344.000","0.600","17.700","0.830","1012.800","","0.000","-99.000","-99.000","-99.000","24.400","","17.500",""
"C0I370","2020-03-03 00:00:00","671.000","0.000","0.000","15.500","0.890","943.900","","0.000","-99.000","-99.000","-99.000","25.500","","14.200",""
"C0S750","2020-03-03 00:00:00","2280.000","272.000","0.900","4.700","1.000","776.800","","0.500","-99.000","-99.000","-99.000","9.900","","4.100",""
"C0R650","2020-03-03 00:00:00","29.000","353.000","1.500","22.000","0.980","1016.500","","0.000","-99.000","-99.000","-99.000","27.300","","20.200",""
"C0E740","2020-03-03 00:00:00","27.000","237.000","0.600","14.100","0.980","1011.300","","0.000","-99.000","-99.000","-99.000","21.500","","14.100",""
"C0AI20","2020-03-03 00:00:00","25.000","79.000","4.400","16.500","0.770","1019.600","","0.000","-99.000","-99.000","-99.000","17.200","","15.300",""
"C0E550","2020-03-03 00:00:00","84.000","293.000","0.400","13.600","0.950","1011.400","","0.000","-99.000","-99.000","-99.000","19.900","","13.600",""
"C0X060","2020-03-03 00:00:00","19.000","5.000","2.600","18.800","0.750","1019.100","","0.000","-99.000","-99.000","-99.000","27.800","","17.900",""
"C0AC60","2020-03-03 00:00:00","55.000","74.000","4.400","16.800","0.760","1014.200","","0.000","11.000","56.000","","18.400","","15.700",""
"C0UA70","2020-03-03 00:00:00","547.000","39.000","5.500","12.200","0.990","959.700","","7.000","-99.000","-99.000","-99.000","13.100","","11.000",""
"C0G740","2020-03-03 00:00:00","24.000","5.000","1.700","17.800","0.730","1017.400","","0.000","-99.000","-99.000","-99.000","22.300","","16.800",""
"C0F9N0","2020-03-03 00:00:00","75.000","0.000","0.200","19.400","0.700","1010.600","","0.000","-99.000","-99.000","-99.000","26.700","","19.000",""
"C0F9T0","2020-03-03 00:00:00","111.000","341.000","1.900","17.000","0.770","1005.700","","0.000","-99.000","-99.000","-99.000","23.200","","16.500",""
"C0S710","2020-03-03 00:00:00","382.000","354.000","1.700","14.900","0.950","978.400","","2.000","-99.000","-99.000","-99.000","19.500","","14.900",""
"C0M680","2020-03-03 00:00:00","37.000","355.000","1.000","18.400","0.760","1017.000","","0.000","-99.000","-99.000","-99.000","25.200","","17.200",""
"C0X220","2020-03-03 00:00:00","26.000","31.000","3.700","18.800","0.750","1016.600","","0.000","-99.000","-99.000","-99.000","24.100","","17.500",""
"C0R560","2020-03-03 00:00:00","22.000","320.000","2.000","21.700","0.770","1016.600","","0.000","-99.000","-99.000","-99.000","26.600","","20.400",""
"C0F9P0","2020-03-03 00:00:00","26.000","39.000","2.800","17.200","0.800","1017.700","","0.000","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0O970","2020-03-03 00:00:00","71.000","324.000","1.400","19.300","0.800","1011.100","","0.000","-99.000","-99.000","-99.000","28.700","","18.700",""
"C0F0B0","2020-03-03 00:00:00","311.000","43.000","1.000","14.900","0.900","983.500","","0.000","-99.000","-99.000","-99.000","22.700","","14.700",""
"C0R700","2020-03-03 00:00:00","19.000","55.000","5.800","21.800","0.640","1016.900","","0.000","11.800","30.000","","25.400","","21.800",""
"C0R620","2020-03-03 00:00:00","34.000","31.000","5.500","20.900","0.860","1016.200","","2.000","10.600","26.000","","23.900","","20.600",""
"C0C660","2020-03-03 00:00:00","176.000","37.000","4.800","15.900","0.790","1000.100","","0.000","-99.000","-99.000","-99.000","17.900","","14.100",""
"C0SA10","2020-03-03 00:00:00","411.000","333.000","0.700","16.000","0.900","974.600","","0.000","-99.000","-99.000","-99.000","22.100","","15.900",""
"C0M740","2020-03-03 00:00:00","15.000","31.000","1.300","18.400","0.740","1017.300","","0.000","-99.000","-99.000","-99.000","24.300","","17.200",""
"C0K460","2020-03-03 00:00:00","60.000","14.000","2.100","17.700","0.780","1011.800","","0.000","-99.000","-99.000","-99.000","24.100","","17.200",""
"C0X100","2020-03-03 00:00:00","10.000","351.000","2.900","20.400","0.710","1016.600","","0.000","-99.000","-99.000","-99.000","26.000","","18.900",""
"C0K560","2020-03-03 00:00:00","117.000","0.000","0.000","18.000","0.760","1006.800","","0.000","-99.000","-99.000","-99.000","26.400","","17.200",""
"C0R150","2020-03-03 00:00:00","105.000","306.000","1.300","21.800","0.990","1005.400","","0.000","-99.000","-99.000","-99.000","30.100","","19.100",""
"C0S690","2020-03-03 00:00:00","522.000","24.000","0.900","16.100","0.890","961.500","","0.000","-99.000","-99.000","-99.000","25.000","","16.100",""
"C0U870","2020-03-03 00:00:00","474.000","0.000","0.100","12.700","0.970","968.600","","1.000","-99.000","-99.000","-99.000","15.400","","12.500",""
"C0A520","2020-03-03 00:00:00","48.000","53.000","5.200","17.100","0.780","1015.800","","0.000","-99.000","-99.000","-99.000","17.900","","15.700",""
"C0X130","2020-03-03 00:00:00","27.000","16.000","1.400","20.000","0.730","1015.800","","0.000","-99.000","-99.000","-99.000","26.500","","19.100",""
"C0V400","2020-03-03 00:00:00","56.000","52.000","4.600","20.500","0.820","1012.000","","0.000","-99.000","-99.000","-99.000","26.200","","20.200",""
"C0UA40","2020-03-03 00:00:00","1121.000","8.000","1.900","10.000","0.990","895.600","","8.000","-99.000","-99.000","-99.000","11.500","","9.000",""
"C0G720","2020-03-03 00:00:00","50.000","4.000","1.000","17.600","0.760","1013.500","","0.000","-99.000","-99.000","-99.000","24.100","","16.900",""
"C0G890","2020-03-03 00:00:00","24.000","17.000","4.300","17.500","0.800","1016.600","","0.000","-99.000","-99.000","-99.000","21.200","","16.700",""
"C0I540","2020-03-03 00:00:00","3344.000","-99.000","-99.000","3.200","0.310","684.200","","-99.000","-99.000","-99.000","-99.000","4.100","","-0.100",""
"C0K390","2020-03-03 00:00:00","31.000","34.000","1.900","17.700","0.780","1016.200","","0.000","-99.000","-99.000","-99.000","23.800","","17.000",""
"C0T9A0","2020-03-03 00:00:00","498.000","0.000","0.000","13.800","0.990","965.000","","2.000","-99.000","-99.000","-99.000","16.000","","13.400",""
"C0AH40","2020-03-03 00:00:00","426.000","22.000","3.600","14.100","0.960","970.600","","0.000","10.400","21.000","","15.200","","13.000",""
"C0X280","2020-03-03 00:00:00","22.000","38.000","3.400","19.100","0.770","1017.300","","0.000","-99.000","-99.000","-99.000","23.800","","18.100",""
"C0V620","2020-03-03 00:00:00","18.000","11.000","1.800","20.700","0.750","1017.000","","0.000","-99.000","-99.000","-99.000","24.900","","19.800",""
"C0H960","2020-03-03 00:00:00","120.000","234.000","0.500","18.200","0.750","1004.400","","0.000","-99.000","-99.000","-99.000","26.200","","17.800",""
"C0M530","2020-03-03 00:00:00","1385.000","101.000","0.300","12.400","0.930","872.400","","0.000","-99.000","-99.000","-99.000","20.500","","11.700",""
"C0R170","2020-03-03 00:00:00","26.000","331.000","0.900","21.600","0.820","1016.000","","0.000","-99.000","-99.000","-99.000","28.800","","19.900",""
"C0I420","2020-03-03 00:00:00","305.000","224.000","0.400","17.500","0.800","984.200","","0.000","-99.000","-99.000","-99.000","26.500","","15.700",""
"C0A640","2020-03-03 00:00:00","241.000","248.000","0.400","14.200","0.910","996.000","","1.500","-99.000","-99.000","-99.000","15.000","","12.900",""
"C0A930","2020-03-03 00:00:00","216.000","157.000","0.900","14.700","0.930","995.800","","11.500","-99.000","-99.000","-99.000","15.400","","12.800",""
"C0F9M0","2020-03-03 00:00:00","230.000","16.000","0.900","15.700","0.900","992.700","","0.000","-99.000","-99.000","-99.000","23.200","","15.200",""
"C0AC40","2020-03-03 00:00:00","1079.000","87.000","2.200","8.800","0.990","898.100","","3.500","7.700","63.000","","9.400","","7.300",""
"C0AI00","2020-03-03 00:00:00","188.000","52.000","1.500","15.700","0.880","1000.500","","0.000","-99.000","-99.000","-99.000","19.900","","14.100",""
"C0T9M0","2020-03-03 00:00:00","92.000","320.000","1.400","16.800","0.960","1013.400","","8.000","-99.000","-99.000","-99.000","19.500","","16.800",""
"C0S960","2020-03-03 00:00:00","32.000","357.000","1.800","20.500","0.730","1017.300","","0.000","-99.000","-99.000","-99.000","23.500","","20.200",""
"C0K430","2020-03-03 00:00:00","30.000","348.000","1.100","17.600","0.780","1017.300","","0.000","-99.000","-99.000","-99.000","23.000","","16.500",""
"C0Z170","2020-03-03 00:00:00","199.000","0.000","0.100","17.500","0.930","1000.500","","2.500","-99.000","-99.000","-99.000","21.500","","17.500",""
"C0Z100","2020-03-03 00:00:00","36.000","0.000","0.000","17.700","0.920","1019.600","","0.000","-99.000","-99.000","-99.000","20.600","","17.400",""
"C0U710","2020-03-03 00:00:00","1942.000","0.000","0.000","7.700","0.990","811.000","","1.500","-99.000","-99.000","-99.000","9.600","","5.400",""
"C0SA30","2020-03-03 00:00:00","92.000","14.000","1.900","18.400","0.870","1011.800","","2.000","-99.000","-99.000","-99.000","20.600","","18.300",""
"C0V500","2020-03-03 00:00:00","6.000","6.000","1.300","22.100","0.770","1016.500","","0.000","-99.000","-99.000","-99.000","24.500","","21.300",""
"CM0160","2020-03-03 00:00:00","159.000","4.000","0.900","16.900","0.770","1002.700","","0.000","-99.000","-99.000","-99.000","28.500","","16.700",""
"C0V350","2020-03-03 00:00:00","36.000","28.000","0.500","20.100","0.840","1015.800","","0.000","-99.000","-99.000","-99.000","29.000","","19.200",""
"C0W120","2020-03-03 00:00:00","58.000","-99.000","-99.000","18.500","0.810","1013.900","","0.000","-99.000","-99.000","-99.000","21.000","","18.500",""
"C0R470","2020-03-03 00:00:00","103.000","297.000","0.900","21.200","0.810","1007.600","","0.000","-99.000","-99.000","-99.000","28.700","","19.100",""
"C0M770","2020-03-03 00:00:00","164.000","345.000","0.600","17.500","0.860","1000.200","","0.000","-99.000","-99.000","-99.000","24.500","","17.100",""
"C0S930","2020-03-03 00:00:00","248.000","0.000","0.200","17.300","0.860","993.500","","0.000","-99.000","-99.000","-99.000","21.800","","17.300",""
"C0F9Y0","2020-03-03 00:00:00","3313.000","256.000","2.300","5.300","0.210","687.600","","0.000","-99.000","-99.000","-99.000","10.800","","1.900",""
"C0E790","2020-03-03 00:00:00","344.000","99.000","1.100","14.400","1.000","979.300","","0.000","-99.000","-99.000","-99.000","23.800","","14.300",""
"C0O810","2020-03-03 00:00:00","161.000","192.000","0.400","19.500","0.990","1001.700","","0.000","-99.000","-99.000","-99.000","27.400","","16.200",""
"C0R520","2020-03-03 00:00:00","18.000","4.000","0.800","22.300","0.880","1016.800","","0.000","-99.000","-99.000","-99.000","26.100","","20.700",""
"C0G880","2020-03-03 00:00:00","92.000","0.000","0.100","17.800","0.800","1008.800","","0.000","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0R260","2020-03-03 00:00:00","76.000","77.000","0.500","19.700","0.920","1009.500","","0.000","-99.000","-99.000","-99.000","26.300","","19.700",""
"C0U950","2020-03-03 00:00:00","1012.000","77.000","6.000","9.900","1.000","908.400","","4.500","-99.000","-99.000","-99.000","10.800","","8.600",""
"C0O860","2020-03-03 00:00:00","38.000","341.000","1.100","19.800","0.890","1014.400","","0.000","-99.000","-99.000","-99.000","27.200","","19.300",""
"C0R320","2020-03-03 00:00:00","7.000","74.000","9.600","20.800","0.760","1018.100","","0.000","-99.000","-99.000","-99.000","24.800","","20.800",""
"C0S980","2020-03-03 00:00:00","901.000","309.000","1.200","13.500","1.000","918.800","","7.000","-99.000","-99.000","-99.000","17.600","","13.500",""
"C0X110","2020-03-03 00:00:00","20.000","21.000","2.100","20.800","0.710","1017.300","","0.000","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0V310","2020-03-03 00:00:00","46.000","252.000","0.900","21.700","0.630","1012.700","","0.000","-99.000","-99.000","-99.000","28.300","","20.200",""
"C0G620","2020-03-03 00:00:00","110.000","300.000","0.700","17.100","0.830","1006.300","","0.000","-99.000","-99.000","-99.000","27.400","","16.000",""
"C0AD50","2020-03-03 00:00:00","84.000","81.000","7.500","16.500","0.960","1011.100","","0.000","-99.000","-99.000","-99.000","17.300","","15.100",""
"C0A9A0","2020-03-03 00:00:00","24.000","101.000","3.800","16.600","0.850","1019.200","","0.000","-99.000","-99.000","-99.000","18.100","","15.700",""
"C0O830","2020-03-03 00:00:00","127.000","269.000","0.500","19.100","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","28.500","","18.600",""
"C0S760","2020-03-03 00:00:00","1621.000","352.000","0.300","9.700","1.000","844.000","","0.500","-99.000","-99.000","-99.000","12.800","","9.600",""
"C0X160","2020-03-03 00:00:00","26.000","1.000","2.300","20.700","0.770","1016.700","","0.000","-99.000","-99.000","-99.000","26.400","","19.400",""
"C0C490","2020-03-03 00:00:00","157.000","63.000","1.500","16.400","0.760","1002.100","","0.000","8.800","88.000","","19.600","","15.300",""
"C0F970","2020-03-03 00:00:00","145.000","0.000","0.100","17.700","0.780","1001.800","","0.000","-99.000","-99.000","-99.000","24.900","","16.700",""
"C0R440","2020-03-03 00:00:00","1654.000","78.000","4.300","9.500","1.000","838.100","","2.000","-99.000","-99.000","-99.000","13.200","","9.500",""
"C0M690","2020-03-03 00:00:00","33.000","34.000","1.500","18.300","0.780","1014.900","","0.000","-99.000","-99.000","-99.000","25.600","","17.400",""
"C0V690","2020-03-03 00:00:00","30.000","36.000","2.700","21.700","0.790","1015.900","","0.000","-99.000","-99.000","-99.000","24.200","","21.000",""
"C0Z210","2020-03-03 00:00:00","126.000","34.000","0.300","16.700","0.990","1008.700","","10.500","-99.000","-99.000","-99.000","19.100","","15.900",""
"C0U770","2020-03-03 00:00:00","5.000","299.000","3.400","17.200","0.890","1022.000","","0.000","-99.000","-99.000","-99.000","19.400","","17.100",""
"C0Z080","2020-03-03 00:00:00","298.000","0.000","0.000","15.400","0.990","987.400","","7.000","-99.000","-99.000","-99.000","19.300","","15.200",""
"C0G640","2020-03-03 00:00:00","17.000","27.000","1.000","17.400","0.760","1020.300","","0.000","-99.000","-99.000","-99.000","22.200","","16.600",""
"C0X200","2020-03-03 00:00:00","61.000","303.000","0.900","19.200","0.890","1012.000","","0.000","-99.000","-99.000","-99.000","26.100","","18.800",""
"C0U900","2020-03-03 00:00:00","63.000","250.000","1.400","15.300","0.990","1017.000","","0.000","-99.000","-99.000","-99.000","18.600","","15.200",""
"C0Z230","2020-03-03 00:00:00","31.000","338.000","1.500","17.100","0.850","1019.700","","0.000","-99.000","-99.000","-99.000","20.200","","17.000",""
"C0F9O0","2020-03-03 00:00:00","175.000","0.000","0.000","17.400","0.950","998.800","","0.000","-99.000","-99.000","-99.000","25.200","","16.500",""
"C0C540","2020-03-03 00:00:00","46.000","58.000","2.700","16.200","0.770","1015.800","","0.000","-99.000","-99.000","-99.000","18.900","","15.200",""
"C0G770","2020-03-03 00:00:00","15.000","38.000","1.400","18.400","0.730","1017.900","","0.000","-99.000","-99.000","-99.000","22.900","","17.700",""
"C0V670","2020-03-03 00:00:00","20.000","335.000","3.100","21.700","0.720","1016.500","","0.000","-99.000","-99.000","-99.000","25.000","","20.900",""
"C0A870","2020-03-03 00:00:00","685.000","72.000","6.700","11.200","1.000","940.800","","9.500","-99.000","-99.000","-99.000","11.900","","9.800",""
"C0R220","2020-03-03 00:00:00","23.000","39.000","0.900","22.000","1.000","1016.200","","0.000","-99.000","-99.000","-99.000","27.000","","20.400",""
"C0Z220","2020-03-03 00:00:00","589.000","0.000","0.000","13.800","1.000","955.900","","0.000","-99.000","-99.000","-99.000","16.600","","13.500",""
"C0D560","2020-03-03 00:00:00","147.000","30.000","1.500","15.900","0.780","1003.600","","0.000","-99.000","-99.000","-99.000","20.800","","15.100",""
"C0I380","2020-03-03 00:00:00","258.000","0.000","0.000","18.100","0.820","988.800","","0.000","-99.000","-99.000","-99.000","26.700","","16.800",""
"C0Z020","2020-03-03 00:00:00","211.000","17.000","3.500","16.600","0.990","996.400","","0.000","-99.000","-99.000","-99.000","20.500","","16.500",""
"C0Z190","2020-03-03 00:00:00","62.000","0.000","0.100","18.200","1.000","1014.700","","0.000","-99.000","-99.000","-99.000","20.100","","18.200",""
"C0C710","2020-03-03 00:00:00","143.000","123.000","1.300","15.400","0.870","1004.200","","0.000","-99.000","-99.000","-99.000","18.400","","14.300",""
"C0D360","2020-03-03 00:00:00","523.000","0.000","0.000","11.800","0.960","958.100","","0.500","-99.000","-99.000","-99.000","18.400","","11.800",""
"C0C680","2020-03-03 00:00:00","228.000","94.000","4.000","14.800","0.820","992.700","","0.000","9.500","62.000","","16.700","","13.600",""
"C0X140","2020-03-03 00:00:00","17.000","350.000","1.100","20.200","0.740","1016.900","","0.000","-99.000","-99.000","-99.000","27.000","","18.800",""
"C0V710","2020-03-03 00:00:00","34.000","349.000","3.500","22.100","0.740","1014.600","","0.000","-99.000","-99.000","-99.000","25.700","","21.600",""
"C0G840","2020-03-03 00:00:00","32.000","11.000","0.800","17.600","0.810","1015.400","","0.000","-99.000","-99.000","-99.000","25.200","","17.000",""
"C0S890","2020-03-03 00:00:00","238.000","9.000","1.700","17.300","0.870","997.300","","0.000","-99.000","-99.000","-99.000","21.400","","17.300",""
"C0T820","2020-03-03 00:00:00","550.000","0.000","0.000","15.100","0.830","962.700","","0.000","-99.000","-99.000","-99.000","18.300","","15.100",""
"C0F9I0","2020-03-03 00:00:00","194.000","17.000","2.100","15.600","0.830","996.500","","0.000","-99.000","-99.000","-99.000","21.900","","15.400",""
"C0C650","2020-03-03 00:00:00","208.000","37.000","2.700","15.000","0.810","996.000","","0.000","8.000","35.000","","17.800","","13.700",""
"C0R600","2020-03-03 00:00:00","766.000","351.000","0.900","16.600","0.990","932.100","","0.000","-99.000","-99.000","-99.000","21.600","","16.500",""
"C0Z320","2020-03-03 00:00:00","646.000","0.000","0.000","13.400","1.000","947.800","","3.500","-99.000","-99.000","-99.000","16.900","","13.300",""
"C0V210","2020-03-03 00:00:00","734.000","217.000","1.200","18.100","0.860","937.100","","0.000","-99.000","-99.000","-99.000","27.500","","14.300",""
"C0K240","2020-03-03 00:00:00","1132.000","269.000","1.400","14.400","0.990","896.300","","0.000","-99.000","-99.000","-99.000","22.500","","14.400",""
"C0M520","2020-03-03 00:00:00","15.000","21.000","2.300","18.200","0.750","1017.500","","0.000","-99.000","-99.000","-99.000","24.300","","17.300",""
"C0A530","2020-03-03 00:00:00","300.000","52.000","2.800","13.800","0.990","987.000","","1.000","-99.000","-99.000","-99.000","15.200","","12.800",""
"C0E820","2020-03-03 00:00:00","220.000","0.000","0.000","13.500","0.910","995.000","","0.000","-99.000","-99.000","-99.000","20.000","","13.300",""
"C0K450","2020-03-03 00:00:00","35.000","12.000","1.900","17.900","0.740","1014.900","","0.000","-99.000","-99.000","-99.000","24.200","","17.200",""
"C0G760","2020-03-03 00:00:00","53.000","304.000","0.600","17.900","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","25.400","","17.400",""
"CM0120","2020-03-03 00:00:00","4.000","39.000","5.600","18.800","0.710","1019.300","","0.000","-99.000","-99.000","-99.000","21.200","","18.000",""
"C0Z290","2020-03-03 00:00:00","946.000","0.000","0.000","12.500","1.000","915.400","","4.500","-99.000","-99.000","-99.000","15.800","","11.700",""
"C0V680","2020-03-03 00:00:00","40.000","360.000","2.500","21.300","0.760","1014.100","","0.000","-99.000","-99.000","-99.000","25.500","","20.800",""
"C0F9U0","2020-03-03 00:00:00","74.000","50.000","2.000","18.400","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","25.400","","17.700",""
"C0AI10","2020-03-03 00:00:00","76.000","113.000","0.800","17.000","0.800","1012.100","","1.000","-99.000","-99.000","-99.000","17.300","","14.400",""
"C0V530","2020-03-03 00:00:00","34.000","14.000","1.000","20.100","0.810","1014.900","","0.000","-99.000","-99.000","-99.000","26.600","","19.300",""
"C0R550","2020-03-03 00:00:00","38.000","48.000","2.400","19.700","0.920","1014.900","","0.000","-99.000","-99.000","-99.000","26.400","","18.100",""
"C0F9L0","2020-03-03 00:00:00","253.000","43.000","1.800","15.600","0.880","989.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.400",""
"C0A950","2020-03-03 00:00:00","60.000","55.000","5.200","16.800","0.860","1015.800","","0.000","-99.000","-99.000","-99.000","17.300","","14.900",""
"C0R160","2020-03-03 00:00:00","45.000","2.000","2.100","20.500","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","27.000","","19.400",""
"C0F9S0","2020-03-03 00:00:00","43.000","346.000","1.900","18.200","0.710","1015.000","","0.000","-99.000","-99.000","-99.000","24.800","","17.300",""
"C0M820","2020-03-03 00:00:00","980.000","238.000","1.600","16.100","0.870","910.200","","0.000","-99.000","-99.000","-99.000","22.800","","13.700",""
"C0G870","2020-03-03 00:00:00","12.000","34.000","2.400","17.800","0.680","1019.600","","0.000","-99.000","-99.000","-99.000","22.300","","17.100",""
"C0R530","2020-03-03 00:00:00","16.000","13.000","1.200","22.300","0.760","1016.600","","0.000","-99.000","-99.000","-99.000","24.000","","20.100",""
"C0O840","2020-03-03 00:00:00","134.000","222.000","0.400","18.000","0.860","1002.100","","0.000","-99.000","-99.000","-99.000","25.100","","17.800",""
"C0A890","2020-03-03 00:00:00","40.000","0.000","0.000","14.900","0.980","1017.200","","1.000","-99.000","-99.000","-99.000","16.400","","14.100",""
"C0A660","2020-03-03 00:00:00","97.000","83.000","0.400","15.100","0.880","1010.700","","9.000","-99.000","-99.000","-99.000","15.700","","13.400",""
"C0T9H0","2020-03-03 00:00:00","725.000","342.000","2.600","12.800","0.990","940.000","","0.500","-99.000","-99.000","-99.000","15.300","","12.400",""
"C0R270","2020-03-03 00:00:00","51.000","351.000","1.600","21.600","0.960","1011.700","","0.000","-99.000","-99.000","-99.000","26.400","","20.900",""
"C0O980","2020-03-03 00:00:00","18.000","347.000","1.800","19.800","0.780","1018.500","","0.000","-99.000","-99.000","-99.000","28.600","","18.800",""
"C0T9I0","2020-03-03 00:00:00","152.000","0.000","0.000","16.400","0.890","1005.500","","8.000","-99.000","-99.000","-99.000","19.100","","16.100",""
"C0V760","2020-03-03 00:00:00","30.000","27.000","2.200","21.700","0.740","1016.000","","0.000","-99.000","-99.000","-99.000","26.600","","20.700",""
"C0AG90","2020-03-03 00:00:00","25.000","84.000","1.600","17.400","0.780","1019.300","","0.000","-99.000","-99.000","-99.000","18.100","","16.000",""
"C0R570","2020-03-03 00:00:00","37.000","81.000","1.500","22.500","0.760","1013.400","","0.000","-99.000","-99.000","-99.000","27.400","","20.500",""
"C0O900","2020-03-03 00:00:00","9.000","358.000","2.500","19.500","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0AD00","2020-03-03 00:00:00","86.000","50.000","1.000","16.200","0.890","1012.500","","0.500","-99.000","-99.000","-99.000","16.900","","15.200",""
"C0V700","2020-03-03 00:00:00","24.000","15.000","1.000","22.000","0.750","1015.300","","0.000","-99.000","-99.000","-99.000","26.000","","21.300",""
"C0AH00","2020-03-03 00:00:00","38.000","40.000","3.000","16.500","0.900","1017.600","","2.000","-99.000","-99.000","-99.000","16.700","","14.300",""
"C0X080","2020-03-03 00:00:00","2.000","17.000","3.300","19.300","0.780","1019.200","","0.000","-99.000","-99.000","-99.000","27.800","","18.400",""
"C0G910","2020-03-03 00:00:00","42.000","14.000","2.100","17.900","0.740","1015.700","","0.000","-99.000","-99.000","-99.000","23.400","","16.500",""
"C0I480","2020-03-03 00:00:00","2165.000","244.000","0.400","7.000","0.900","791.600","","0.000","-99.000","-99.000","-99.000","14.500","","6.200",""
"C0A860","2020-03-03 00:00:00","362.000","31.000","2.100","13.100","1.000","980.100","","36.500","-99.000","-99.000","-99.000","13.700","","11.700",""
"C0U940","2020-03-03 00:00:00","25.000","255.000","1.700","14.900","0.990","1021.000","","0.000","-99.000","-99.000","-99.000","18.400","","14.800",""
"C0S970","2020-03-03 00:00:00","19.000","53.000","1.400","20.900","0.740","1018.600","","0.000","-99.000","-99.000","-99.000","23.400","","20.900",""
"C0V260","2020-03-03 00:00:00","126.000","205.000","1.200","20.500","0.790","1004.400","","0.000","-99.000","-99.000","-99.000","30.000","","18.000",""
"C0H990","2020-03-03 00:00:00","3076.000","241.000","3.100","2.600","0.640","707.600","","0.000","-99.000","-99.000","-99.000","6.200","","1.500",""
"C0F9K0","2020-03-03 00:00:00","30.000","33.000","1.700","16.700","0.790","1015.300","","0.000","-99.000","-99.000","-99.000","20.300","","16.200",""
"C0AH90","2020-03-03 00:00:00","660.000","79.000","0.300","11.800","0.990","949.300","","5.500","-99.000","-99.000","-99.000","14.800","","11.600",""
"C0W150","2020-03-03 00:00:00","42.000","71.000","5.200","15.100","0.670","1018.700","","0.000","-99.000","-99.000","-99.000","18.200","","15.000",""
"C0F000","2020-03-03 00:00:00","273.000","69.000","1.400","15.600","0.990","985.500","","0.000","-99.000","-99.000","-99.000","21.800","","14.400",""
"C0K410","2020-03-03 00:00:00","20.000","16.000","2.200","18.200","0.730","1016.500","","0.000","-99.000","-99.000","-99.000","23.800","","16.900",""
"C0R140","2020-03-03 00:00:00","740.000","0.000","0.100","16.100","1.000","937.600","","0.000","-99.000","-99.000","-99.000","23.000","","16.100",""
"C0V800","2020-03-03 00:00:00","256.000","0.000","0.000","21.800","0.790","987.800","","0.000","-99.000","-99.000","-99.000","28.100","","17.400",""
"C0S830","2020-03-03 00:00:00","288.000","0.000","0.200","16.000","0.970","990.300","","2.000","-99.000","-99.000","-99.000","19.700","","16.000",""
"C0S920","2020-03-03 00:00:00","98.000","0.000","0.000","19.000","0.880","1005.100","","0.500","-99.000","-99.000","-99.000","22.900","","19.000",""
"C0V640","2020-03-03 00:00:00","35.000","18.000","2.500","21.000","0.770","1015.200","","0.000","-99.000","-99.000","-99.000","25.900","","19.700",""
"C0AH80","2020-03-03 00:00:00","68.000","54.000","2.700","15.600","0.890","1013.600","","1.000","-99.000","-99.000","-99.000","16.300","","14.100",""
"C0K250","2020-03-03 00:00:00","12.000","11.000","1.500","17.600","0.770","1018.600","","0.000","-99.000","-99.000","-99.000","24.900","","16.400",""
"C0R840","2020-03-03 00:00:00","536.000","44.000","6.900","15.900","-99.000","958.600","","3.500","-99.000","-99.000","-99.000","19.400","","15.900",""
